url,marca,nombre,genero (desde el titulo),acordes_principales,rating,piramide_olfativa
https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Le-Parfum-61856.html,,Le Male Le Parfum Jean Paul Gaultier,for men,"['woody', 'vanilla', 'lavender', 'powdery', 'aromatic', 'violet', 'amber', 'warm spicy', 'iris']",4.6,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': ['Vanilla', 'Oriental notes', 'Woodsy Notes']}"
https://www.fragrantica.es/perfume/Hermes/24-Faubourg-27.html,,24 Faubourg Hermès,Mujeres,"['cítrico', 'floral blanco', 'florales', 'Floral amarillo', 'verde', 'atalcado', 'amaderado', 'ámbar', 'dulce', 'fresco especiado']",3.99,"{'notas_de_salida': ['jacinto', 'naranja', 'ylang-ylang', 'durazno (melocotón)', 'bergamota'], 'notas_de_corazon': ['flor de azahar del naranjo', 'gardenia', 'jazmín', 'saúco negro', 'iris'], 'notas_de_base': ['ámbar', 'sándalo', 'pachulí', 'vainilla']}"
https://www.fragrantica.es/perfume/Rasasi/Hawas-Ice-for-Him-89050.html#cc222146,,Hawas Ice for Him Rasasi,Hombres,"['cítrico', 'afrutados', 'floral blanco', 'fresco', 'anís', 'aromático', 'atalcado', 'dulce', 'especiado suave', 'almizclado']",4.5,"{'notas_de_salida': ['manzana', 'limón italiano (lima italiana)', 'bergamota de Sicilia', 'anís estrellado'], 'notas_de_corazon': ['ciruela', 'flor de azahar del naranjo', 'cardamomo'], 'notas_de_base': ['almizcle', 'ámbar', 'trozos de madera a la deriva', 'musgo']}"
https://www.fragrantica.es/perfume/Yves-Saint-Laurent/Rive-Gauche-96.html,,Rive Gauche Yves Saint Laurent,Mujeres,"['floral blanco', 'fresco', 'aromático', 'verde', 'rosas', 'atalcado', 'aldehídico', 'amaderado', 'terrosos', 'musgoso']",3.92,"{'notas_de_salida': ['aldehídos', 'notas verdes', 'madreselva', 'bergamota', 'durazno (melocotón)', 'limón (lima ácida)'], 'notas_de_corazon': ['rosa', 'iris', 'ylang-ylang', 'lirio de los valles (muguete)', 'geranio', 'jazmín', 'magnolia', 'gardenia'], 'notas_de_base': ['musgo de roble', 'vetiver de Tahití', 'almizcle', 'sándalo', 'haba tonka', 'ámbar']}"
https://www.fragrantica.es/perfume/Kenzo/L-Eau-par-Kenzo-pour-Homme-79.html,,L'Eau par Kenzo pour Homme Kenzo,Hombres,"['cítrico', 'florales', 'fresco', 'aromático', 'verde', 'acuático', 'fresco especiado', 'almizclado']",4.08,"{'notas_de_salida': ['yuzu', 'limón (lima ácida)', 'pimiento verde'], 'notas_de_corazon': ['notas acuáticas', 'flor de loto', 'menta acuática', 'notas verdes'], 'notas_de_base': ['almizcle blanco', 'cedro']}"
https://www.fragrantica.es/perfume/Guerlain/Apres-l-Ondee-13.html,,Apres l'Ondee Guerlain,Mujeres,"['florales', 'anís', 'Floral amarillo', 'atalcado', 'amaderado', 'terrosos', 'especiado suave', 'violeta', 'iris', 'avainillado']",4.3,"{'notas_de_salida': ['anís', 'casia', 'neroli', 'bergamota', 'limón (lima ácida)'], 'notas_de_corazon': ['violeta', 'raíz de lirio', 'mimosa', 'clavel', 'sándalo', 'ylang-ylang', 'vetiver', 'rosa', 'jazmín'], 'notas_de_base': ['iris', 'heliotropo', 'vainilla', 'almizcle', 'benjuí', 'styrax', 'ámbar']}"
https://www.fragrantica.es/perfume/Hermes/24-Faubourg-Eau-Delicate-22.html,,24 Faubourg Eau Delicate Hermès,Mujeres,"['cítrico', 'floral blanco', 'aromático', 'fresco especiado', 'almizclado']",4.14,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': []}"
https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Eau-de-Parfum-50757.html,,Y Eau de Parfum Yves Saint Laurent,for men,"['citrus', 'woody', 'herbal', 'fresh spicy', 'aromatic', 'green', 'fresh', 'amber', 'warm spicy', 'fruity']",4.4,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': ['Amberwood', 'Tonka Bean', 'Cedar', 'Vetiver', 'Olibanum']}"
https://www.fragrantica.es/perfume/Robert-Piguet/Bandit-15.html,,Bandit Robert Piguet,Mujeres,"['floral blanco', 'cuero', 'animálico', 'aromático', 'verde', 'aldehídico', 'amaderado', 'terrosos', 'musgoso', 'almizclado']",4.02,"{'notas_de_salida': ['aldehídos', 'gálbano', 'abrótano', 'bergamota', 'neroli', 'gardenia', 'ylang-ylang', 'naranja'], 'notas_de_corazon': ['clavel', 'jazmín', 'raíz de la violeta', 'nardos', 'rosa'], 'notas_de_base': ['musgo de roble', 'cuero', 'algalia (civet)', 'vetiver', 'pachulí', 'mirra', 'almizcle', 'ámbar', 'coco']}"
https://www.fragrantica.es/perfume/Elizabeth-Arden/Red-Door-Revealed-87.html,,Red Door Revealed Elizabeth Arden,Mujeres,"['afrutados', 'florales', 'floral blanco', 'fresco', 'animálico', 'rosas', 'atalcado', 'amaderado', 'dulce', 'almizclado']",3.76,"{'notas_de_salida': ['peonía rosa', 'orquídea verde', 'pera'], 'notas_de_corazon': ['rosa de Bulgaria (rosa Damascena de Bulgaria)', 'azucena', 'ciruela', 'flor de tiaré', 'champaca amarilla', 'flor de azahar del naranjo'], 'notas_de_base': ['almizcle', 'madera de gaiac', 'musgo de roble', 'ámbar negro']}"
https://www.fragrantica.es/perfume/Boucheron/Boucheron-Pour-Homme-132.html,,Boucheron Pour Homme Boucheron,Hombres,"['cítrico', 'musgoso', 'florales', 'floral blanco', 'aromático', 'cálido especiado', 'amaderado', 'ámbar', 'terrosos', 'fresco especiado']",4.02,"{'notas_de_salida': ['limón (lima ácida)', 'cedrón (hierba luisa, verbena de olor)', 'bergamota', 'lavanda', 'naranja', 'albahaca', 'mandarina'], 'notas_de_corazon': ['clavel', 'rosa', 'jazmín', 'ylang-ylang', 'lirio de los valles (muguete)', 'raíz de lirio'], 'notas_de_base': ['musgo de roble', 'vetiver', 'sándalo', 'incienso', 'almizcle', 'benjuí', 'ámbar', 'haba tonka']}"
https://www.fragrantica.es/perfume/Guerlain/Aqua-Allegoria-Rosa-Magnifica-63.html,,Aqua Allegoria Rosa Magnifica Guerlain,Mujeres,"['florales', 'verde', 'rosas', 'atalcado', 'terrosos', 'violeta', 'iris', 'fresco especiado']",4.1,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': []}"
https://www.fragrantica.es/perfume/Annayake/Tsukimi-109.html,,Tsukimi Annayake,Mujeres,"['cítrico', 'afrutados', 'florales', 'atalcado', 'cálido especiado', 'amaderado', 'ámbar', 'dulce', 'canela', 'avainillado']",4.07,"{'notas_de_salida': ['toronja (pomelo)', 'limón (lima ácida)'], 'notas_de_corazon': ['canela', 'sándalo', 'ciruela', 'ámbar', 'vainilla', 'cedro', 'heliotropo', 'clavel', 'violeta', 'jazmín'], 'notas_de_base': ['sándalo', 'vainilla', 'pachulí']}"
https://www.fragrantica.es/perfume/Elizabeth-Arden/Provocative-Interlude-85.html,,Provocative Interlude Elizabeth Arden,Mujeres,"['afrutados', 'florales', 'chocolate', 'tropical', 'atalcado', 'champán', 'aldehídico', 'dulce', 'almizclado']",4.0,"{'notas_de_salida': ['champaña', 'frutas', 'guayaba'], 'notas_de_corazon': ['orquídea', 'flor del mango', 'rosa'], 'notas_de_base': ['chocolate blanco', 'almizcle de cachemira', 'caoba']}"
https://www.fragrantica.es/perfume/Armand-Basi/Basi-Femme-124.html,,Basi Femme Armand Basi,Mujeres,"['cítrico', 'afrutados', 'avainillado', 'aromático', 'atalcado', 'amaderado', 'ámbar', 'dulce', 'especiado suave', 'almizclado']",3.96,"{'notas_de_salida': ['cilantro', 'frutas', 'limón (lima ácida)', 'notas verdes'], 'notas_de_corazon': ['jazmín', 'violeta', 'casia', 'pimienta rosa', 'rosa', 'peonía'], 'notas_de_base': ['praliné', 'vainilla', 'ámbar', 'almizcle', 'palisandro', 'notas amaderadas', 'musgo de roble']}"
https://www.fragrantica.es/perfume/Lattafa-Perfumes/Pisa-99140.html#cc222141,,Pisa Lattafa Perfumes,Hombres,"['cítrico', 'aromático', 'atalcado', 'amaderado', 'ámbar']",4.56,"{'notas_de_salida': ['mandarina', 'bergamota', 'limón (lima ácida)'], 'notas_de_corazon': ['cedro'], 'notas_de_base': ['sándalo', 'ámbar']}"
https://www.fragrantica.es/perfume/Divine/L-Homme-de-Coeur-40.html,,L'Homme de Coeur Divine,Hombres,"['animálico', 'aromático', 'atalcado', 'ámbar', 'amaderado', 'terrosos', 'violeta', 'iris', 'fresco especiado', 'almizclado']",4.2,"{'notas_de_salida': ['bayas de enebro', 'ciprés', 'angélica'], 'notas_de_corazon': ['iris'], 'notas_de_base': ['vetiver', 'ámbar gris', 'almizcle', 'liatris (liátride)']}"
https://www.fragrantica.es/perfume/Aesop/Marrakech-Intense-26229.html#cc222136,,Marrakech Intense Aesop,Hombres y Mujeres,"['aromático', 'cálido especiado', 'amaderado']",4.24,"{'notas_de_salida': ['cardamomo', 'clavos de olor', 'bergamota'], 'notas_de_corazon': ['rosa', 'jazmín', 'neroli'], 'notas_de_base': ['sándalo', 'cedro']}"
https://www.fragrantica.es/perfume/Lanvin/Arpege-6.html,,Arpège Lanvin,Mujeres,"['floral blanco', 'florales', 'fresco', 'Floral amarillo', 'aromático', 'atalcado', 'cálido especiado', 'aldehídico', 'amaderado', 'ámbar']",3.97,"{'notas_de_salida': ['aldehídos', 'lirio de los valles (muguete)', 'durazno (melocotón)', 'madreselva', 'neroli', 'bergamota'], 'notas_de_corazon': ['jazmín', 'ylang-ylang', 'lirio de los valles (muguete)', 'iris', 'cilantro', 'rosa', 'azucena', 'geranio', 'camelia'], 'notas_de_base': ['sándalo', 'ámbar', 'vetiver', 'almizcle', 'benjuí', 'vainilla', 'pachulí']}"
https://www.fragrantica.es/perfume/Yves-Saint-Laurent/In-Love-Again-104.html,,In Love Again Yves Saint Laurent,Mujeres,"['cítrico', 'afrutados', 'florales', 'fresco', 'aromático', 'verde', 'rosas', 'amaderado', 'especiado suave', 'fresco especiado']",4.24,"{'notas_de_salida': ['toronja (pomelo)', 'grosellas negras', 'casia', 'moras azules', 'vodka', 'manzana'], 'notas_de_corazon': ['toronja (pomelo)', 'rosa', 'nenúfar (lirio de agua)'], 'notas_de_base': ['tomate', 'zarzamora (frambuesa negra)', 'almizcle', 'sándalo']}"
https://www.fragrantica.es/perfume/Divine/L-Infante-44.html,,L'Infante Divine,Mujeres,"['florales', 'floral blanco', 'fresco', 'Floral amarillo', 'aromático', 'verde', 'amaderado', 'ámbar', 'dulce', 'avainillado']",3.99,"{'notas_de_salida': ['hiedra', 'casis (grosellero negro)'], 'notas_de_corazon': ['jazmín', 'ylang-ylang', 'peonía'], 'notas_de_base': ['vainilla', 'almizcle', 'haba tonka', 'ámbar']}"
https://www.fragrantica.es/perfume/Kenzo/Air-75.html,,Air Kenzo,Hombres,"['cítrico', 'anís', 'aromático', 'amaderado', 'terrosos', 'ámbar', 'dulce', 'especiado suave', 'fresco especiado', 'almizclado']",4.34,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': []}"
https://www.fragrantica.es/perfume/Memo-Paris/French-Leather-28049.html#cc222134,,French Leather Memo Paris,Hombres y Mujeres,"['cítrico', 'florales', 'cuero', 'aromático', 'rosas', 'atalcado', 'amaderado', 'especiado suave', 'fresco especiado', 'almizclado']",3.95,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': []}"
https://www.fragrantica.es/perfume/Hermes/Rouge-Hermes-21.html,,Rouge Hermès Hermès,Mujeres,"['florales', 'Floral amarillo', 'aromático', 'rosas', 'atalcado', 'cálido especiado', 'amaderado', 'ámbar', 'dulce', 'iris']",4.04,"{'notas_de_salida': ['rosa', 'ylang-ylang', 'iris'], 'notas_de_corazon': ['sándalo', 'ámbar', 'vainilla', 'cedro'], 'notas_de_base': ['especias', 'mirto']}"
https://www.fragrantica.es/perfume/Chanel/Cristalle-Eau-de-Toilette-12.html,,Cristalle Eau de Toilette Chanel,Mujeres,"['cítrico', 'florales', 'fresco especiado', 'aromático', 'verde', 'amaderado', 'terrosos', 'musgoso']",4.11,"{'notas_de_salida': ['limón siciliano (lima siciliana)', 'bergamota'], 'notas_de_corazon': ['jacinto', 'palo de rosa de Brasil', 'madreselva', 'jazmín'], 'notas_de_base': ['musgo de roble', 'vetiver']}"
https://www.fragrantica.es/perfume/Guerlain/Aqua-Allegoria-Ylang-Vanille-64.html,,Aqua Allegoria Ylang & Vanille Guerlain,Mujeres,"['florales', 'floral blanco', 'Floral amarillo', 'atalcado', 'cálido especiado', 'amaderado', 'dulce', 'avainillado']",4.07,"{'notas_de_salida': ['ylang-ylang', 'clavel'], 'notas_de_corazon': ['jazmín'], 'notas_de_base': ['vainilla']}"
https://www.fragrantica.com/perfume/By-Kilian/Angels-Share-62615.html,,Angels' Share By Kilian,for women and men,"['woody', 'vanilla', 'powdery', 'cinnamon', 'amber', 'warm spicy', 'sweet']",4.38,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': ['Vanilla', 'Praline', 'Sandalwood', 'Candied Almond']}"
https://www.fragrantica.es/perfume/Hermes/Rouge-Hermes-Eau-Delicate-8.html,,Rouge Hermes Eau Delicate Hermès,Mujeres,"['florales', 'jabonoso', 'fresco', 'Floral amarillo', 'rosas', 'aldehídico', 'ámbar', 'amaderado', 'dulce', 'almizclado']",3.7,"{'notas_de_salida': ['aldehídos', 'ylang-ylang'], 'notas_de_corazon': ['rosa', 'vainilla'], 'notas_de_base': ['ládano', 'ámbar', 'cedro']}"
https://www.fragrantica.es/perfume/Guerlain/Champs-Elysees-Eau-de-Toilette-66.html,,Champs Elysees Eau de Toilette Guerlain,Mujeres,"['afrutados', 'florales', 'floral blanco', 'fresco', 'Floral amarillo', 'verde', 'atalcado', 'dulce']",3.96,"{'notas_de_salida': ['melón', 'durazno (melocotón)', 'almendra', 'violeta', 'grosellas negras', 'anís'], 'notas_de_corazon': ['lila', 'mimosa', 'lirio de los valles (muguete)', 'peonía', 'rosa', 'flor del almendro', 'hibisco (flor de Jamaica, cayena)'], 'notas_de_base': ['vainilla', 'árbol del almendro', 'sándalo', 'benjuí', 'cedro']}"
https://www.fragrantica.es/perfume/Yves-Saint-Laurent/Opium-1977-93.html,,Opium (1977) Yves Saint Laurent,Mujeres,"['balsámico', 'aromático', 'atalcado', 'cálido especiado', 'ámbar', 'amaderado', 'dulce', 'ahumado', 'fresco especiado']",3.96,"{'notas_de_salida': ['clavos de olor', 'pimienta', 'cilantro', 'malagueta', 'ciruela', 'jazmín', 'mandarina', 'cítricos', 'bergamota'], 'notas_de_corazon': ['clavel', 'canela', 'sándalo', 'pachulí', 'raíz de lirio', 'rosa', 'durazno (melocotón)', 'lirio de los valles (muguete)'], 'notas_de_base': ['incienso', 'mirra', 'sándalo', 'bálsamo de Tolú', 'ámbar', 'opopónaco', 'benjuí', 'ládano', 'vainilla', 'almizcle', 'castóreo', 'cedro', 'vetiver', 'coco']}"
https://www.fragrantica.es/perfume/Armand-Basi/In-Blue-127.html,,In Blue Armand Basi,Hombres,"['cítrico', 'afrutados', 'florales', 'aromático', 'cálido especiado', 'amaderado', 'fresco especiado']",3.6,"{'notas_de_salida': ['toronja (pomelo)', 'bergamota', 'cilantro', 'mandarina'], 'notas_de_corazon': ['pimienta', 'flor de loto', 'grosellas negras', 'neroli'], 'notas_de_base': ['notas amaderadas', 'musgo de roble', 'pachulí']}"
https://www.fragrantica.es/perfume/Antonio-Banderas/Diavolo-112.html,,Diavolo Antonio Banderas,Hombres,"['cítrico', 'cuero', 'animálico', 'aromático', 'verde', 'atalcado', 'cálido especiado', 'amaderado', 'fresco especiado', 'almizclado']",3.55,"{'notas_de_salida': ['mandarina', 'bergamota', 'hojas verdes'], 'notas_de_corazon': ['pimienta', 'geranio', 'pachulí'], 'notas_de_base': ['cuero', 'almizcle', 'sándalo']}"
https://www.fragrantica.es/perfume/Rochas/Femme-Rochas-28.html,,Femme Rochas Rochas,Mujeres,"['afrutados', 'cuero', 'atalcado', 'cálido especiado', 'ámbar', 'amaderado', 'terrosos', 'dulce', 'canela', 'musgoso']",4.11,"{'notas_de_salida': ['ciruela', 'durazno (melocotón)', 'canela', 'chabacano', 'palo de rosa de Brasil', 'bergamota', 'limón (lima ácida)'], 'notas_de_corazon': ['clavos de olor', 'clavel', 'ylang-ylang', 'rosa', 'romero', 'iris', 'jazmín'], 'notas_de_base': ['musgo de roble', 'cuero', 'benjuí', 'ámbar', 'pachulí', 'almizcle', 'vainilla']}"
https://www.fragrantica.es/perfume/Aramis/Aramis-113.html,,Aramis Aramis,Hombres,"['cuero', 'herbal', 'animálico', 'aromático', 'atalcado', 'cálido especiado', 'amaderado', 'terrosos', 'ámbar', 'musgoso']",3.99,"{'notas_de_salida': ['aldehídos', 'mirra', 'abrótano', 'tomillo', 'trébol blanco', 'bergamota', 'gardenia'], 'notas_de_corazon': ['pachulí', 'salvia', 'jazmín', 'cardamomo', 'raíz de lirio'], 'notas_de_base': ['cuero', 'musgo de roble', 'almizcle', 'vetiver', 'sándalo', 'ámbar', 'coco']}"
https://www.fragrantica.com/perfume/Burberry/Goddess-83483.html,,Goddess Burberry,for women,"['lavender', 'cacao', 'fresh spicy', 'vanilla']",4.2,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': ['Vanilla Absolute']}"
https://www.fragrantica.es/perfume/Armand-Basi/Armand-Basi-Homme-125.html,,Armand Basi Homme Armand Basi,Hombres,"['lavanda', 'florales', 'aromático', 'atalcado', 'cálido especiado', 'amaderado', 'ámbar', 'canela', 'avainillado', 'fresco especiado']",4.07,"{'notas_de_salida': ['canela', 'lavanda', 'cardamomo'], 'notas_de_corazon': ['nuez moscada', 'haba tonka', 'incienso', 'lila', 'lirio de los valles (muguete)'], 'notas_de_base': ['vainilla', 'cedro', 'sándalo', 'madera de gaiac', 'almizcle']}"
https://www.fragrantica.es/perfume/Givenchy/Hot-Couture-35.html,,Hot Couture Givenchy,Mujeres,"['cítrico', 'afrutados', 'florales', 'aromático', 'atalcado', 'cálido especiado', 'amaderado', 'ámbar', 'dulce', 'fresco especiado']",4.1,"{'notas_de_salida': ['frambuesa', 'bergamota', 'naranja'], 'notas_de_corazon': ['pimienta', 'vetiver', 'magnolia'], 'notas_de_base': ['sándalo', 'ámbar', 'almizcle']}"
https://www.fragrantica.es/perfume/Kenzo/Kenzo-Jungle-L-Elephant-70.html,,Kenzo Jungle L'Elephant Kenzo,Mujeres,"['aromático', 'cálido especiado', 'dulce', 'especiado suave', 'avainillado', 'fresco especiado']",3.91,"{'notas_de_salida': ['clavos de olor', 'comino', 'mandarina'], 'notas_de_corazon': ['cardamomo', 'alcaravea', 'regaliz', 'mango', 'ylang-ylang', 'heliotropo', 'gardenia'], 'notas_de_base': ['vainilla', 'ámbar', 'pachulí']}"
https://www.fragrantica.es/perfume/Aramis/Aramis-Ice-119.html,,Aramis Ice Aramis,Hombres,"['cítrico', 'pachulí', 'lavanda', 'aromático', 'atalcado', 'cálido especiado', 'aldehídico', 'amaderado', 'ámbar', 'fresco especiado']",3.89,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': []}"
https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Beau-Le-Parfum-72158.html,,Le Beau Le Parfum Jean Paul Gaultier,for men,"['woody', 'vanilla', 'tropical', 'powdery', 'lactonic', 'coconut', 'amber', 'iris', 'sweet', 'fruity']",4.54,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': ['Tonka Bean', 'Sandalwood', 'Amber', 'Ambergris']}"
https://www.fragrantica.es/perfume/Bvlgari/Bvlgari-Pour-Femme-142.html,,Bvlgari Pour Femme Bvlgari,Mujeres,"['afrutados', 'florales', 'floral blanco', 'rosas', 'atalcado', 'amaderado', 'ámbar', 'violeta', 'iris', 'avainillado']",4.05,"{'notas_de_salida': ['violeta', 'clavel', 'frambuesa', 'durazno (melocotón)', 'cilantro', 'flor de azahar del naranjo', 'pimienta de Sichuan', 'bergamota'], 'notas_de_corazon': ['iris', 'rosa de Bulgaria (rosa Damascena de Bulgaria)', 'heliotropo', 'raíz de lirio', 'jazmín egipcio', 'lirio de los valles (muguete)'], 'notas_de_base': ['almizcle', 'té verde', 'notas amaderadas', 'sándalo', 'vainilla', 'ámbar', 'benjuí', 'styrax', 'cedro']}"
https://www.fragrantica.es/perfume/Hermes/Un-Jardin-Sur-Le-Nil-18.html,,Un Jardin Sur Le Nil Hermès,Hombres y Mujeres,"['cítrico', 'afrutados', 'florales', 'tropical', 'herbal', 'aromático', 'verde', 'atalcado', 'dulce', 'fresco especiado']",4.11,"{'notas_de_salida': ['toronja (pomelo)', 'mango verde', 'tomate', 'zanahoria'], 'notas_de_corazon': ['flor de loto', 'espadaña', 'naranja', 'jacinto', 'peonía'], 'notas_de_base': ['almizcle', 'iris', 'incienso', 'ládano', 'canela']}"
https://www.fragrantica.es/perfume/Guerlain/L-Instant-de-Guerlain-51.html,,L'Instant de Guerlain Guerlain,Mujeres,"['cítrico', 'florales', 'floral blanco', 'Floral amarillo', 'atalcado', 'ámbar', 'dulce', 'amielado', 'iris', 'avainillado']",4.07,"{'notas_de_salida': ['mandarina', 'manzana roja', 'bergamota'], 'notas_de_corazon': ['magnolia', 'iris', 'ylang-ylang', 'jazmín'], 'notas_de_base': ['miel blanca', 'vainilla', 'ámbar', 'benjuí', 'almizcle']}"
https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2011-13016.html,,Dior Homme Intense 2011 Dior,for men,"['woody', 'powdery', 'lavender', 'earthy', 'aromatic', 'violet', 'musky', 'floral', 'iris', 'fruity']",4.5,"{'notas_de_salida': [], 'notas_de_corazon': [], 'notas_de_base': ['Virginia Cedar', 'Vetiver']}"
https://www.fragrantica.es/perfume/Bvlgari/Bvlgari-Pour-Homme-143.html,,Bvlgari Pour Homme Bvlgari,Hombres,"['cítrico', 'fresco', 'aromático', 'verde', 'atalcado', 'aldehídico', 'amaderado', 'terrosos', 'fresco especiado', 'almizclado']",4.17,"{'notas_de_salida': ['té', 'aldehídos', 'bergamota', 'lavanda', 'flor del moscadero', 'flor de azahar del naranjo', 'mandarina'], 'notas_de_corazon': ['pimienta', 'iris', 'madera de gaiac', 'palo de rosa de Brasil', 'cilantro', 'cardamomo', 'geranio', 'ciclamen (violeta persa)', 'clavel'], 'notas_de_base': ['almizcle', 'vetiver', 'cedro', 'musgo de roble', 'ámbar', 'haba tonka']}"
https://www.fragrantica.es/perfume/Guerlain/Aqua-Allegoria-Foliflora-65.html,,Aqua Allegoria Foliflora Guerlain,Mujeres,"['cítrico', 'afrutados', 'florales', 'floral blanco', 'atalcado', 'ámbar', 'amaderado', 'dulce', 'fresco especiado', 'almizclado']",3.87,"{'notas_de_salida': ['neroli', 'bergamota', 'guisante de olor'], 'notas_de_corazon': ['fresia', 'chabacano', 'gardenia'], 'notas_de_base': ['angélica', 'sándalo', 'ámbar', 'vainilla']}"
https://www.fragrantica.es/perfume/Guerlain/Aqua-Allegoria-Lilia-Bella-62.html,,Aqua Allegoria Lilia Bella Guerlain,Mujeres,"['floral blanco', 'florales', 'verde', 'fresco']",3.93,"{'notas_de_salida': [], 'notas_de_corazon': ['lirio de los valles (muguete)', 'lila'], 'notas_de_base': ['jazmín', 'rosa']}"
